Material,Application,TML_Pct,WVR_Pct,CVCM_Pct,RML_Pct,Year,SpaceX_Classification,Data_Ref,Manufacturer,Time_1,Temp_1,ATM_1,Time_2,Temp_2,ATM_2,Time_3,Temp_3,ATM_3,Time_4,Temp_4,ATM_4,Raw_Application
BRADY B-321 SHRINKABLE POLYOLEFIN SLEEVES,Markers,0.85,0,0.21,0.85,1999,Rationale Code B (up to 0.25 sq-in),GSFC26836,WHB,,,,,,,,,,,,,MARKERS
BRADY B-342 SHRINKABLE POLYOEFIN SLEEVE/R6600 RIBBON,Shrink Wire Label,1.28,0,0.60,1.28,2011,Rationale Code B (up to 0.25 sq-in),GSFC32665,WHB,,,,,,,,,,,,,SHRINK WIRE LABEL
BRADY B-342 SHRINKABLE POLYOLEFIN SLEEVE/R6600 RIBBON,Shrinkable Wire Lable,0.93,0,0.25,0.93,2010,Rationale Code B (up to 0.25 sq-in),GSFC31876,WHB,,,,,,,,,,,,,SHRINKABLE WIRE LABLE
BRADY B-342 SHRINKABLE POLYOLEFIN SLEEVES,Markers,0.83,0,0.10,0.83,1999,Pass,GSFC26833,WHB,,,,,,,,,,,,,MARKERS
"BRADY B-345, HIGH TEMPERTURE PERMASLEEVE, HEAT-SHRINK POLYVINYLIDENE FLUORIDE LABEL",Marking Materials and Inks,1.75,1,0.02,0.75,2018,Pass,GSFC36264,WHB,,,,,,,,,,,,,MARKING MAERIALS AND INKS
BRADY B-345; HIGH TEMP PERMASLEEVE; HEAT-SHRINK POLYVINYLIDENE FLUORIDE LABEL w/ R6000 MARKING RIBBON PRINTED ON LABEL,Cable Insulation and Shrink Tubing/Marking Materials and Ink,0.22,0,0.06,0.22,2018,Pass,GSFC36300,WHB,,,,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING/MARKING MATERIALS AND INK
BRADY B-361 CLEAR POLYESTER/ACRYLIC PSA LASER PRINTED,Adhesive Label,0.85,0,0.02,0.85,2011,Pass,GSFC32572,WHB,,,,,,,,,,,,,ADHESIVE LABEL
BRADY B-423 WHITE POLYESTER/ACRYLIC PSA/R6000 RIBBON,Label,0.43,0,0.00,0.43,2009,Pass,GSFC31804,WHB,,,,,,,,,,,,,LABEL
BRADY B-426 AMBER POLYIMIDE/ACRYLIC PSA/R4300 RIBBON,Label,1.22,0,0.00,1.22,2009,Rationale Code A (up to 2 sq-in),GSFC31747,WHB,,,,,,,,,,,,,LABEL
BRADY B-426 PRINTABLE LABEL POLYIMIDE/ACRYLIC ADH/F,Label,0.92,0,0.04,0.92,1995,Pass,GSFC22828,WHB,,,,,,,,,,,,,LABEL
BRADY B-435 LABELS,Label,0.22,0,0.02,0.22,2012,Pass,GSFC33481,WHB,,,,,,,,,,,,,LABEL
BRADY B-437 POLYVINYLFLUORIDE FILM W PSA ACRYLIC/F,Label,1.19,0,0.08,1.19,2000,Rationale Code A (up to 2 sq-in),GSFC26962,WHB,,,,,,,,,,,,,LABEL
BRADY B-437 WHITE PVF (POLYVINYLFLOURIDE)/ACRYLIC PSA/R4300 RIBBON,Label,0.42,0,0.06,0.42,2010,Pass,GSFC32071,WHB,,,,,,,,,,,,,LABEL
BRADY B-461 CLEAR POLYESTER/ACRYLIC PSA SELF LAM/R4300 RIBBON,Label,1.23,0,0.06,1.23,2010,Rationale Code A (up to 2 sq-in),GSFC31819,WHB,,,,,,,,,,,,,LABEL
BRADY B-472 YELLOW/ACRYLIC PSA/R2000 RIBBON,Label,1.33,0,0.07,1.33,2012,Rationale Code A (up to 2 sq-in),GSFC33247,WHB,,,,,,,,,,,,,LABEL
BRADY B-478 WHITE POLYIMIDE/ESD ACRYLIC PSA/R6000 RIBBON,Label,1.03,0,0.00,1.03,2009,Rationale Code A (up to 2 sq-in),GSFC31807,WHB,,,,,,,,,,,,,LABEL
BRADY B-479 WHITE POLYIMIDE/ESD ACRYLIC PSA/R6000 RIBBON,Label,0.96,0,0.00,0.96,2010,Pass,GSFC31810,WHB,,,,,,,,,,,,,LABEL
Brady B-500 Polymer Coated Cloth Tape/Label,Miscellaneous,3.96,1,0.52,2.96,2023,Rationale Code B (up to 0.25 sq-in),GFC37373,,24H,124.0,1.9x10ø?,,,,,,,,,,MISCELLANEOUS
BRADY B-508 WHITE NOMEX TAG/R4300 RIBBON,Wire Label,2.04,1,0.12,1.04,2010,Rationale Code B (up to 0.25 sq-in),GSFC32128,WHB,,,,,,,,,,,,,WIRE LABEL
BRADY B-508; NOMEX TIE DOWN LABEL w/ R4300 MARKING RIBBON PRINTED ON LABEL,Marking Materials and Ink,1.49,1,0.07,0.49,2018,Pass,GSFC36297,WHB,,,,,,,,,,,,,MARKING MATERIALS AND INK
BRADY B-605 MARKERS VINYL/ACRYLIC/F,Marker,0.59,0,0.08,0.59,1999,Pass,GSFC26839,WHB,,,,,,,,,,,,,MARKER
BRADY B-717 GLOSSY WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,0.98,0,0.01,0.98,2013,Pass,GSFC34018,WHB,,,,,,,,,,,,,LABEL
BRADY B-718 GLOSSY WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,0.83,0,0.00,0.83,2013,Pass,GSFC34054,WHB,,,,,,,,,,,,,LABEL
BRADY B-719 MATTE WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,0.81,0,0.00,0.81,2013,Pass,GSFC34057,WHB,,,,,,,,,,,,,LABEL
BRADY B-724 MATTE AMBER POLYIMIDE/R4300 RIBBON,Label,0.98,0,0.02,0.98,2013,Pass,GSFC34051,WHB,,,,,,,,,,,,,LABEL
Brady B-724 Polyimide Label w/ R4300 Ribbon Ink and Acrylic PSA,Miscellaneous,1.17,0,0.02,1.17,2019,Rationale Code A (up to 2 sq-in),GFC36645,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,MISCELLANEOUS
BRADY B-727 GLOSSY WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,1.01,0,0.01,1.01,2013,Rationale Code A (up to 2 sq-in),GSFC34021,WHB,,,,,,,,,,,,,LABEL
BRADY B-728 MATTE WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,0.95,0,0.02,0.95,2013,Pass,GSFC34048,WHB,,,,,,,,,,,,,LABEL
BRADY B-729 MATTE WHITE POLYIMIDE/R6000 HALOGEN FREE RIBBON,Label,0.90,0,0.02,0.90,2013,Pass,GSFC34024,WHB,,,,,,,,,,,,,LABEL
BRADY B-747 LASERTAB MARKER/F,Label,0.65,0,0.08,0.65,2003,Pass,GSFC28486,WHB,,,,,,,,,,,,,LABEL
BRADY FILM 927 CLEAR ACRYLIC/ACRYLIC ADH/F,Label Film,6.50,0,0.90,6.50,1981,Rationale Code B (up to 0.25 sq-in),GSFC11911,WHB,,,,,,,,,,,,,LABEL FILM
BRADY FILM L363-81A/SILICONE ADHESIVE/F,Label Film,1.17,0,0.47,1.17,1977,Rationale Code B (up to 0.25 sq-in),GSFC08564,WHB,,,,,,,,,,,,,LABEL FILM
BRADY FILM L363-81A/SILICONE ADHESIVE/F,Label Film,0.84,0,0.38,0.84,1977,Rationale Code B (up to 0.25 sq-in),GSFC08566,WHB,24H,150.0,AIR,,,,,,,,,,LABEL FILM
BRADY FILM L363-81B/SILICONE ADHESIVE/F,Label Film,1.82,0,0.48,1.82,1977,Rationale Code B (up to 0.25 sq-in),GSFC08568,WHB,,,,,,,,,,,,,LABEL FILM
BRADY FILM L363-81B/SILICONE ADHESIVE/F,Label Film,0.86,0,0.34,0.86,1977,Rationale Code B (up to 0.25 sq-in),GSFC08570,WHB,24H,150.0,AIR,,,,,,,,,,LABEL FILM
"Brady heat shrink tubing. Part Number - Custom (no vendor part number) Description -3/8"" Green heat shrink tubing, heat shrunk. Material - B-342 Polyolefin with R4300 black ink (standard ink)",Cable Insulation and Shrink Tubing,1.12,0,0.60,1.12,2022,Rationale Code B (up to 0.25 sq-in),GFC37057,WHB,24H,125.0,7.7x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
"Brady heat shrink tubing. Part Number - Custom (no vendor part number) Description -3/8"" Green heat shrink tubing, heat shrunk. Material - B-342 Polyolefin with R6600 black ink (smear resistant ink)",Cable Insulation and Shrink Tubing,0.97,0,0.45,0.97,2022,Rationale Code B (up to 0.25 sq-in),GFC37054,WHB,24H,125.0,7.7x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-187-2-345,Cable Insulation and Shrink Tubing,0.26,0,0.04,0.26,2019,Pass,GFC36651,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-187-2-345,Cable Insulation and Shrink Tubing,0.30,0,0.03,0.30,2020,Pass,GFC36654,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-375-2-342-RD,Cable Insulation and Shrink Tubing,0.89,0,0.41,0.89,2020,Rationale Code B (up to 0.25 sq-in),GFC36663,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-375-2-342-RD,Cable Insulation and Shrink Tubing,1.04,0,0.54,1.04,2020,Rationale Code B (up to 0.25 sq-in),GFC36666,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-375-2-345,Cable Insulation and Shrink Tubing,0.30,0,0.03,0.30,2020,Pass,GFC36657,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
Brady heat shrink tubing. Part number B33D-375-2-345,Cable Insulation and Shrink Tubing,0.27,0,0.03,0.27,2020,Pass,GFC36660,BRA,24H,125.0,1.1x10ø?,,,,,,,,,,CABLE INSULATION AND SHRINK TUBING
BRADY HI-TEMP LABELS ON L-363-81B TAPE/F,Label,3.10,0,1.07,3.10,1977,Rationale Code B (up to 0.25 sq-in),GSFC08471,WHB,,,,,,,,,,,,,LABEL
BRADY HIGH PERFORMANCE POLYIMIDE LABELS (B-426),Labels,1.38,0,0.05,1.38,2007,Rationale Code A (up to 2 sq-in),GSFC30163,BRA,,,,,,,,,,,,,LABELS
"BRADY LABEL 747, AKA LAT-21-747, WHITE POLYESTER FILM, ACRYLIC PSA, LASER JET PRINTABLE COATING",Label,0.53,0,0.05,0.53,2017,Pass,GSFC36018,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-292 SELF LAMINATING VINYL MARKERS/F,Label,2.67,0,0.72,2.67,1999,Rationale Code B (up to 0.25 sq-in),GSFC26692,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-416 WHITE POLYIMIDE/ACRYLIC PSA/R6000 RIBBON,Adhesive Label,1.00,0,0.01,1.00,2009,Pass,GSFC31633,WHB,,,,,,,,,,,,,ADHESIVE LABEL
BRADY LABEL B-428 THERMAL TRANSFER METAL POLYESTER/F,Label,0.66,0,0.06,0.66,1999,Pass,GSFC26197,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-457 WHITE POLYIMIDE/ACRYLIC PSA/R6000 RIBBON,Adhesive Label,0.99,0,0.00,0.99,2009,Pass,GSFC31636,WHB,,,,,,,,,,,,,ADHESIVE LABEL
BRADY LABEL B-457 WHITE/POLYIMIDE/ACRYLIC ADH/F,Label,0.97,0,0.04,0.97,2000,Pass,GSFC27037,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-461 CLEAR POLYESTER/ACRYLIC ADHESIVE,Label,0.57,0,0.01,0.57,2003,Pass,GSFC28606,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-477 WHITE/POLYIMIDE/ACRLIC ADH/F,Label,0.97,0,0.08,0.97,2000,Pass,GSFC27040,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-496 WHITE POLYIMIDE/ACRYLIC PSA/R6000 RIBBON,Adhesive Label,1.03,0,0.00,1.03,2009,Rationale Code A (up to 2 sq-in),GSFC31615,WHB,,,,,,,,,,,,,ADHESIVE LABEL
BRADY LABEL B-637 YELLOW/BLACK TEDLAR/ACRYLIC ADH/F,Label,2.59,0,1.19,2.59,1981,Rationale Code B (up to 0.25 sq-in),GSFC11923,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL B-927 WHITE/BLACK/F,Label,1.86,0,0.05,1.86,1981,Rationale Code A (up to 2 sq-in),GSFC11926,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL BT 508W-2075 NOMEX WHITE NO ADHESIVE,Label,1.89,1,0.16,0.89,1994,Rationale Code B (up to 0.25 sq-in),GSFC22105,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL PTL-17-426 W/TLS02200 LASER PRINYING,Label,1.11,0,0.01,1.11,2013,Rationale Code A (up to 2 sq-in),GSFC33982,WHB,,,,,,,,,,,,,LABEL
BRADY LABEL STMJ-677-1A (76-21) YELLOW LABEL WITH LASER PRINYING,Label,7.43,2,0.36,5.43,2013,Rationale Code B (up to 0.25 sq-in),GSFC33979,WHB,,,,,,,,,,,,,LABEL
BRADY LABELS B 473,Label,0.45,0,0.01,0.45,2011,Pass,GSFC32443,WHB,,,,,,,,,,,,,LABEL
BRADY LABELS B 477,Label,1.04,0,0.01,1.04,2011,Rationale Code A (up to 2 sq-in),GSFC32446,WHB,,,,,,,,,,,,,LABEL
"BRADY LABELS, B-435",Label,1.24,0,0.42,1.24,2009,Rationale Code B (up to 0.25 sq-in),GSFC31704,WHB,,,,,,,,,,,,,LABEL
BRADY MARKER B-341 POLYOLEFIN SHRUNK,Cable Marker,1.06,0,0.53,1.06,1996,Rationale Code B (up to 0.25 sq-in),GSFC23541,WHB,,,,,,,,,,,,,CABLE MARKER
BRADY MARKER B-341 POLYOLEFIN UNSHRUNK,Cable Marker,1.51,0,0.84,1.51,1996,Rationale Code B (up to 0.25 sq-in),GSFC23538,WHB,,,,,,,,,,,,,CABLE MARKER
BRADY MARKER B-652/F,Marker,1.14,0,0.02,1.14,1988,Rationale Code A (up to 2 sq-in),GSFC17382,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS AF-A-2-CAP POLYESTER ADH,Wire Marker,1.01,,0.11,1.01,1972,Rationale Code B (up to 0.25 sq-in),GSFC03864,WHB,,,,,,,,,,,,,WIRE MARKER
BRADY MARKERS B-400 TDS-400-1,Marker,1.20,,0.08,1.20,1971,Rationale Code A (up to 2 sq-in),GSFC03161,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-600,Marker,1.80,0,0.26,1.80,1975,Rationale Code B (up to 0.25 sq-in),GSFC06688,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-700 VMM 0-49,Marker,1.63,,0.41,1.63,1974,Rationale Code B (up to 0.25 sq-in),GSFC05611,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-700 VWM 1-33,Marker,2.21,,0.34,2.21,1973,Rationale Code B (up to 0.25 sq-in),GSFC04894,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-702/F,Marker,1.75,0,0.45,1.75,1981,Rationale Code B (up to 0.25 sq-in),GSFC11788,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-702/F,Marker,0.74,0,0.26,0.74,1981,Rationale Code B (up to 0.25 sq-in),GSFC11863,WHB,48H,125.0,E-3,,,,,,,,,,MARKER
BRADY MARKERS B-953 HT-200,Marker,1.66,,0.23,1.66,1972,Rationale Code B (up to 0.25 sq-in),GSFC03542,WHB,,,,,,,,,,,,,MARKER
BRADY MARKERS B-953 HT-200/F,Marker,0.81,0,0.02,0.81,1977,Pass,GSFC08615,WHB,24H,150.0,AIR,,,,,,,,,,MARKER
BRADY MARKERS B-953 HT-200/F,Marker,0.78,0,0.11,0.78,1977,Rationale Code B (up to 0.25 sq-in),GSFC08660,WHB,24H,125.0,AIR,,,,,,,,,,MARKER
BRADY MARKERS B-953 HT-200/F,Marker,1.27,0,0.08,1.27,1977,Rationale Code A (up to 2 sq-in),GSFC08693,WHB,48H,125.0,AIR,,,,,,,,,,MARKER
BRADY MARKERS IDENTITY UNKNOWN,Marker,0.72,0,0.05,0.72,1977,Pass,GSFC08132,WHB,,,,,,,,,,,,,MARKER
BRADY PERMA CODE LABELS SPECIAL,Label,0.52,,0.06,0.52,1973,Pass,GSFC05252,WHB,,,,,,,,,,,,,LABEL
BRADY SLEEVE B-322 WHITE WIRE MARKER HEAT GUN SHRINK,Wire Marker,0.36,0,0.09,0.36,1994,Pass,GSFC22288,WHB,,,,,,,,,,,,,WIRE MARKER
BRADY WRITE ON LABELS WO-19,Label,4.03,,0.52,4.03,1974,Rationale Code B (up to 0.25 sq-in),GSFC05639,WHB,,,,,,,,,,,,,LABEL
BRADY XB-109 TAG LAMINATED POLYETHYLENE FILM,Marker,1.28,0,0.06,1.28,2000,Rationale Code A (up to 2 sq-in),GSFC26959,WHB,,,,,,,,,,,,,MARKER
BRADY XB-321 SHRINKABLE POLYOLEFIN SLEEVES,Wire Marker,0.87,0,0.29,0.87,1985,Rationale Code B (up to 0.25 sq-in),GSFC14516,WHB,5M,149.0,AIR,,,,,,,,,,WIRE MARKER
BRADY XB-322 SHRINKABLE POLYOLEFIN SLEEVES,Wire Marker,0.45,0,0.10,0.45,1985,Pass,GSFC14519,WHB,5M,149.0,AIR,,,,,,,,,,WIRE MARKER
BRADY XB-323 SHRINKABLE POLYVINYLIDENFLUORIDE SLEEVE,Wire Marker,0.10,0,0.02,0.10,1987,Pass,GSFC16283,WHB,,,,,,,,,,,,,WIRE MARKER
BRADY XB-421 PRINTABLE LABEL POLYIMIDE/ACRYLIC ADH/F,Label,0.67,0,0.05,0.67,1995,Pass,GSFC22825,WHB,,,,,,,,,,,,,LABEL
BRADY XB-632 PRINTABLE TEDLAR PVF/ACRYLIC ADH/F,Label,0.53,0,0.06,0.53,1993,Pass,GSFC21130,WHB,,,,,,,,,,,,,LABEL
BRADY XB-642 PRINTABLE CLEAR TEDLAR/ACRYLIC ADH/F,Label,1.72,0,0.97,1.72,1993,Rationale Code B (up to 0.25 sq-in),GSFC21154,WHB,,,,,,,,,,,,,LABEL
BRADY XB-652 PRINTABLE LABEL POLYIMIDE/ACRYLIC ADH/F,Label,1.77,0,0.04,1.77,1985,Rationale Code A (up to 2 sq-in),GSFC14692,WHB,,,,,,,,,,,,,LABEL
BRADY XB-684 PRINTABLE TAG TEFLON NO ADH,Label,0.14,0,0.00,0.14,1989,Pass,GSFC18236,WHB,,,,,,,,,,,,,LABEL
BRADY XB-685 PRINTABLE TAG TEFZEL NO ADH,Label,0.09,0,0.02,0.09,1989,Pass,GSFC18238,WHB,,,,,,,,,,,,,LABEL
BRAID SLEEVE DACRON POLYESTER V-T-285 BLACK,Harness Sleeve,2.26,0,0.17,2.26,1979,Rationale Code B (up to 0.25 sq-in),GSFC10350,ZZZ,,,,,,,,,,,,,HARNESS SLEEVE
BRAID SLEEVE DACRON POLYESTER V-T-285 BLACK,Harness Sleeve,0.80,0,0.13,0.80,1979,Rationale Code B (up to 0.25 sq-in),GSFC10353,ZZZ,24H,100.0,AIR,,,,,,,,,,HARNESS SLEEVE
BRAIDED VECTRAN CORD,Cord,0.25,0,0.06,0.25,2005,Pass,GSFC29520,COU,,,,,,,,,,,,,CORD
BRAYCO 813 CLEAR OIL BATCH EIA3,Lubricant,0.74,0,0.32,0.74,1978,Rationale Code B (up to 0.25 sq-in),GSFC09632,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCO 815Z CLEAR OIL BATCH DLM3,Lubricant,0.03,0,0.00,0.03,1978,Pass,GSFC09635,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCO MICRONIC 815Z CLEAR OIL BATCH SEO2,Lubricant,0.06,0,0.02,0.06,1993,Pass,GSFC21289,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 3L-38 GREASE BATCH DLD1 WHITE,Grease,0.07,0,0.03,0.07,1978,Pass,GSFC09566,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 3L-38 GREASE WHITE,Lubricant,0.07,0,0.03,0.07,1980,Pass,GSFC11321,BOC,7H,100.0,E-6,,,,,,,,,,LUBRICANT
BRAYCOTE 3L-38-MS GREASE BATCH DLG1 GRAY,Grease,0.04,0,0.01,0.04,1978,Pass,GSFC09488,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 3L-38-RP GREASE BATCH CLT7 YELLOW,Grease,0.09,0,0.04,0.09,1978,Pass,GSFC09512,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 3L-38-ZN GREASE BATCH ELM4 BLACK,Lubricant,0.02,0,0.01,0.02,1978,Pass,GSFC09587,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 600 FLUORONATED SOFT WHITE GREASE,Lubricant,0.43,0,0.16,0.43,1987,Rationale Code B (up to 0.25 sq-in),GSFC16496,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 600 FLUORONATED SOFT WHITE GREASE LOT RI39,Lubricant,0.11,0,0.04,0.11,1991,Pass,GSFC19703,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 600 FLUORONATED SOFT WHITE GREASE LOT RI39,Lubricant,0.03,0,0.02,0.03,1991,Pass,GSFC19705,BOC,12H,125.0,E-2,,,,,,,,,,LUBRICANT
BRAYCOTE 601 MICRONIC GREASE BATCH TE22 OFF-WHITE,Grease,0.36,0,0.04,0.36,1993,Pass,GSFC21291,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 601 RUST PREVENTIVE GREASE BATCH KJ41,Lubricant,0.35,0,0.04,0.35,1987,Pass,GSFC16388,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 601 RUST PREVENTIVE GREASE BATCH MF12,Lubricant,0.29,0,0.06,0.29,1987,Pass,GSFC16721,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 601/CLM ADDITIVE (601 IS OLD 3L-38),Grease,0.27,0,0.06,0.27,1985,Pass,GSFC14480,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 601EF,Lubricant,0.34,0,0.05,0.34,2006,Pass,GSFC29974,CSR,12H,123.0,,,,,,,,,,,LUBRICANT
BRAYCOTE 601EF,Lubricant,0.41,0,0.07,0.41,2006,Pass,GSFC30007,CSR,,,,,,,,,,,,,LUBRICANT
Braycote 601EF grease,Greases and Lubricants,0.49,0,0.10,0.49,2022,Pass,GFC37304,CAO,24H,125.0,7.2x10ø?,,,,,,,,,,GREASES & LUBRICANTS
BRAYCOTE 601EF PERFLUOROPOLYETHER GREASE W RUST PREV,Lubricant,0.52,0,0.03,0.52,1995,Pass,GSFC22765,CAO,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 602 SOFT GRAY GREASE,Lubricant,0.15,0,0.06,0.15,1987,Pass,GSFC16416,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 602EF PERFLUOROPOLYETHER GREASE/MSO2 GRAY,Lubricant,0.11,0,0.04,0.11,1995,Pass,GSFC22762,CAO,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 603 HEAT DISSIPATION GREASE,Thermal Control,0.06,0,0.01,0.06,1987,Pass,GSFC16390,BOC,,,,,,,,,,,,,THERMAL CONTROL
BRAYCOTE 802EP PERFLUORONATED/MOS2 GREASE,Lubricant,0.20,0,0.10,0.20,1988,Pass,GSFC17205,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 802RP RUST PREVENTIVE WHITE GREASE,Lubricant,0.92,0,0.08,0.92,1987,Pass,GSFC16418,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 802RP RUST PREVENTIVE WHITE GREASE,Lubricant,0.15,0,0.06,0.15,1987,Pass,GSFC16452,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 803 GREASE BATCH ELJ12 WHITE,Grease,0.24,0,0.13,0.24,1978,Rationale Code B (up to 0.25 sq-in),GSFC09491,BOC,,,,,,,,,,,,,GREASE
BRAYCOTE 811 PERFLUORONATED OIL,Lubricant,0.14,0,0.08,0.14,1988,Pass,GSFC17202,BOC,,,,,,,,,,,,,LUBRICANT
BRAYCOTE 815Z OIL/CLM ADDITIVE,Lubricant,0.17,0,0.07,0.17,1985,Pass,GSFC14483,BOC,,,,,,,,,,,,,LUBRICANT
BREYDEN 300-3 LACING CORD,Lacing Tape,0.33,0,0.03,0.33,2019,Pass,GSFC36513,BYP,,,,,,,,,,,,,LACING TAPE
Breyden 300-3 Lacing Cord,Lacing Tape and Cord Cable Ties,0.33,0,0.03,0.33,2019,Pass,GFC36513,BYP,24H,126.0,2.1x10ø?,,,,,,,,,,LACING TAPE AND CORD CABLE TIES
BROTHER P-THOCH TAPE TZ-231 ON WHITE ACRYLIC,Label,0.73,0,0.16,0.73,2005,Rationale Code B (up to 0.25 sq-in),GSFC29404,MAG,,,,,,,,,,,,,LABEL
BROTHER P-TOUCH TAPE TZ-231 PET ON WHITE ACRY ADH/F,Tape,0.73,0,0.22,0.73,1999,Rationale Code B (up to 0.25 sq-in),GSFC26791,MAG,,,,,,,,,,,,,TAPE
BROTHER P-TOUCH TAPE TZ-231 PET ON WHITE ACRY ADH/F,Tape,0.33,0,0.05,0.33,1999,Pass,GSFC26806,MAG,1D,125.0,E-6,,,,,,,,,,TAPE
BROTHER P-TOUCH TAPE TZ-231 PET ON WHITE ACRYLIC,Label,0.59,0,0.13,0.59,2005,Rationale Code B (up to 0.25 sq-in),GSFC29371,MAG,24H,125.0,AIR,,,,,,,,,,LABEL
"BRYTE EPOXY BT250E-1, LOT 041603-4.3M2",Epoxy,0.83,0,0.02,0.83,2003,Pass,GSFC28471,BRY,3H,121.0,AIR,,,,,,,,,,EPOXY
"BRYTE EPOXY BT250E-1, LOT 041603-4.3M2",Epoxy,0.84,0,0.02,0.84,2003,Pass,GSFC28474,BRY,1H,121.0,AIR,,,,,,,,,,EPOXY
"BRYTE EPOXY BT250E-5, LOT 101702-3M1",Epoxy,1.35,0,0.00,1.35,2003,Rationale Code A (up to 2 sq-in),GSFC28465,BRY,3H,121.0,AIR,,,,,,,,,,EPOXY
"BRYTE EPOXY BT250E-5, LOT 101702-3M1",Epoxy,1.33,0,0.00,1.33,2003,Rationale Code A (up to 2 sq-in),GSFC28468,BRY,1H,121.0,AIR,,,,,,,,,,EPOXY
"BRYTE EPOXY E101102 1M, LOT 121202-1M",Epoxy,0.92,0,0.02,0.92,2003,Pass,GSFC28477,BRY,5H,79.0,AIR,1H,121.0,AIR,,,,,,,EPOXY
"BRYTE EPOXY E101102 1M, LOT 121202-1M",Epoxy,2.33,0,0.81,2.33,2003,Rationale Code B (up to 0.25 sq-in),GSFC28480,BRY,1H,132.0,AIR,,,,,,,,,,EPOXY
BSL 201 A/B AS 11/1 BW,Potting,2.59,,0.03,2.59,1969,Rationale Code A (up to 2 sq-in),GSFC01141,CIB,16H,25.0,AIR,,,,,,,,,,POTTING
BSL 201 A/B AS 11/1 BW,Potting,1.46,,0.05,1.46,1969,Rationale Code A (up to 2 sq-in),GSFC01144,CIB,30M,100.0,AIR,8H,25.0,AIR,,,,,,,POTTING
BSL 206 BLACK EPOXY,Potting,1.42,0,0.15,1.42,1977,Rationale Code B (up to 0.25 sq-in),GSFC08726,CIB,1H,120.0,AIR,2.5H,40.0,AIR,1H,120.0,AIR,,,,POTTING
BSL 206 BLACK EPOXY,Potting,1.38,0,0.14,1.38,1978,Rationale Code B (up to 0.25 sq-in),GSFC08810,CIB,1H,120.0,AIR,2.5H,40.0,AIR,1H,120.0,AIR,,,,POTTING
BSL 208 EPOXY,Potting,0.82,,0.11,0.82,1969,Rationale Code B (up to 0.25 sq-in),GSFC01132,CIB,1H,164.0,AIR,,,,,,,,,,POTTING
